zip,latitude,longitude,fips,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
48117,42.05589000000001,-83.40605,261158304004001,28769,963,366,356,43,107,366,720,132,740,356,366,10
90680,33.803565,-117.99596,060590878022034,31345,1622,578,235,94,233,578,1040,42,1185,235,578,343
74954,35.413049,-94.50476,401350301031062,13518,2939,986,578,276,745,986,1499,168,1643,578,986,408
75801,31.779481,-95.63325,480019505004037,28955,1056,342,270,28,176,342,653,116,779,270,342,72
66409,38.93505800000001,-95.55745,201770039021039,35905,2499,983,932,153,407,983,1883,253,1977,932,983,51
32937,28.172041,-80.59957,120090666001010,29814,2416,1057,973,103,371,1057,1831,427,1921,973,1057,84
78418,27.633433,-97.26792,483550031011006,14246,1810,624,407,189,425,624,821,156,996,407,624,217
29464,32.813518,-79.85899,450190046063029,47305,1820,843,511,53,323,843,1457,316,1574,511,843,332
42501,37.075624,-84.54437,211999308002012,21075,1408,587,476,93,277,587,947,76,965,476,587,111
50702,42.475886,-92.33578,190130010004003,21990,779,328,295,40,141,328,457,73,583,295,328,33
92311,34.894181,-117.03636000000002,060710095005014,28012,1137,514,340,56,196,514,814,159,896,340,514,174
79065,35.533093,-100.96041,481799506001019,12219,691,277,194,41,91,277,491,59,513,194,277,83
78572,26.234417,-98.34205,482150202043029,12635,3066,748,533,382,1289,748,1175,78,1462,533,748,215
77356,30.412229,-95.6529,483396943012005,46015,3996,1326,1271,338,1199,1326,2474,255,2534,1271,1326,55
66749,37.926666,-95.39695,200019528003097,16347,928,460,311,21,160,460,630,130,684,311,460,149
72802,35.308848,-93.10909,051159513001015,22210,2365,908,572,110,660,908,1170,127,1435,572,908,336
64166,39.322849,-94.50755,290470219002077,34194,1798,694,675,85,412,694,1245,138,1273,675,694,19
63841,36.784453000000006,-89.97428000000002,292074706002059,43416,1928,791,592,100,463,791,1115,189,1306,592,791,199
33637,28.038324,-82.36289000000002,120570102041029,25154,3113,1040,764,300,706,1040,1543,245,1819,764,1040,276
76134,32.649855,-97.33358,484391110031019,25830,1174,440,388,82,235,440,767,88,814,388,440,52
74028,35.805114,-96.53926,400370211013082,13922,671,221,167,53,215,221,312,25,357,167,221,54
63139,38.610901,-90.29174,295101037002007,30771,1132,584,436,26,132,584,741,82,844,436,584,148
61450,40.567399,-90.97066,170679537002163,19877,1775,734,630,116,305,734,1219,209,1393,630,734,104
66413,38.767905,-95.88076,201390102001151,28466,857,315,288,93,178,315,566,70,566,288,315,27
80012,39.698387,-104.83956,080050808002012,19626,720,219,201,28,192,219,480,34,488,201,219,18
60153,41.880281,-87.84455,170318173001056,16870,2540,759,504,175,562,759,1411,91,1593,504,759,255
72081,35.319143,-91.65148,051450705001009,17231,1488,507,288,103,366,507,859,179,961,288,507,219
65802,37.212639,-93.31817,290770018002065,12052,1337,556,297,24,215,556,691,102,865,297,556,259
48135,42.324338,-83.3382,261635697001001,25427,1286,501,374,78,375,501,754,136,836,374,501,127
3431,42.946418,-72.28616,330059713001005,19159,770,363,167,36,161,363,469,69,583,167,363,196
92843,33.763033,-117.9355,060590890031000,12907,1366,343,40,33,309,343,617,15,722,40,343,303
35206,33.568573,-86.72163,010730001005030,11680,364,154,74,34,81,154,191,17,216,74,154,80
22120,38.831813,-77.28875500000002,510594405022008,43655,1706,538,514,160,407,538,1038,165,1038,514,538,24
63106,38.644451,-90.20636,295101271003061,13008,916,419,84,79,258,419,515,155,557,84,419,335
10031,40.826201,-73.94879,360610229003000,14722,1494,577,40,145,223,577,847,30,960,40,577,537
44105,41.450602,-81.62216,390351275011041,14119,1440,670,456,83,237,670,947,227,1055,456,670,214
11223,40.598142,-73.97229,360470400001005,17907,1005,461,142,39,150,461,765,109,792,142,461,319
30906,33.387089,-82.01236999999998,132450105111022,15475,1883,545,377,234,483,545,1473,112,1812,377,545,168
71112,32.478752,-93.6704,220150108041003,23966,1212,488,445,61,290,488,802,256,850,445,488,43
68136,41.177298,-96.18662,311530106272024,47313,1224,478,467,39,325,478,775,58,853,467,478,11
62650,39.730234,-90.22941,171379520001009,19665,946,514,193,79,90,514,737,78,772,193,514,321
76903,31.468911,-100.4387,484510018001011,15463,600,223,80,52,74,223,464,45,538,80,223,143
10451,40.819729,-73.9223,360050065002003,10393,2899,983,0,181,701,983,1526,37,1744,0,983,983
73852,36.456875,-99.13004,401539531001200,40108,562,247,230,33,59,247,454,72,457,230,247,17
64058,39.150754,-94.34502,290950151001093,20311,1779,580,547,100,343,580,1209,162,1304,547,580,33
65746,37.157055,-92.78857,292254704011122,18147,1713,569,525,251,605,569,903,81,958,525,569,44
73064,35.38805900000001,-97.73626,400173014092005,18488,1930,629,502,82,523,629,890,95,1112,502,629,127
55408,44.947515,-93.28742,270530082004003,16656,914,373,41,0,213,373,648,77,834,41,373,332
65740,36.713014,-93.16335,292134802024085,15022,1419,631,414,58,326,631,819,89,968,414,631,217
60112,41.921121,-88.6899,170370016001111,25211,4221,1364,1139,170,1237,1364,2178,220,2620,1139,1364,225
78404,27.770056,-97.4001,483550014001008,25419,621,323,175,0,151,323,429,25,470,175,323,148
72113,34.854746,-92.39981,051190043032059,31997,5578,2493,1434,189,1237,2493,3218,389,3824,1434,2493,1059
67502,38.094945,-97.929,201550003001037,35573,2357,887,682,163,559,887,1534,199,1577,682,887,205
97209,45.52889,-122.68458,410510050001087,70758,1822,1206,502,24,29,1206,1281,127,1629,502,1206,704
89008,37.488849,-114.45374,320179502002131,15218,934,420,265,82,234,420,602,117,604,265,420,155
98666,45.801586,-122.520347,530110404163004,33963,1068,343,343,46,395,343,609,101,635,343,343,0
53140,42.60217,-87.82979,550590004002003,20438,702,310,186,56,165,310,349,95,433,186,310,124
75050,32.759922,-97.01216,481130154011032,30626,1487,633,617,102,268,633,1074,246,1137,617,633,16
74701,34.00920900000001,-96.38612,400137962001008,18091,1017,559,182,59,135,559,722,136,774,182,559,377
65065,38.130807,-92.66935,290299502003009,24837,1067,472,307,43,126,472,600,103,668,307,472,165
64740,38.250989,-93.7365,290839504003077,17541,786,398,358,0,59,398,653,93,711,358,398,40
30083,33.795621999999995,-84.19771,130890219092002,22884,1147,395,328,106,303,395,702,89,763,328,395,67
68117,41.208364,-95.99675,310550071011038,19969,1184,510,458,50,270,510,761,113,845,458,510,52
76180,32.855666,-97.21818,484391132161017,24768,1510,678,328,73,325,678,866,129,972,328,678,350
53210,43.068962,-87.97423,550790060001002,11550,755,243,89,21,245,243,379,25,452,89,243,154
66087,39.79684,-95.12869,200430202001083,20686,635,218,182,34,186,218,371,56,394,182,218,36
53051,43.151183,-88.11034000000002,551332002012032,42666,2018,801,588,115,519,801,1253,98,1344,588,801,213
48185,42.335937,-83.37799999999999,261635678003005,32603,774,350,350,23,133,350,560,63,600,350,350,0
27616,35.865441,-78.54929,371830540141088,24004,8269,2828,2237,389,2210,2828,4335,632,5243,2237,2828,591
77447,30.065152,-95.8144,482015560002023,27890,1814,570,496,56,509,570,1002,126,1094,496,570,74
33013,25.860373000000006,-80.27174000000002,120860006044015,16551,1553,499,361,68,178,499,1088,0,1274,361,499,138
67301,37.216856,-95.72898,201259505001164,15719,1550,666,513,74,331,666,906,228,1018,513,666,153
11798,40.752098,-73.36516,361031224062005,17880,2019,484,241,41,407,484,1088,58,1297,241,484,243
89139,36.031873,-115.20342,320030058341019,27172,3243,1085,845,129,951,1085,1881,278,2075,845,1085,240
73701,36.411133,-97.85026,400470015002004,11528,1793,607,302,190,642,607,692,71,849,302,607,305
64681,39.647537,-93.23128,290414701002089,18978,1163,505,404,39,280,505,781,115,826,404,505,101
66010,38.102749,-95.0154,201079552001098,26881,663,302,255,5,113,302,475,100,502,255,302,47
97402,44.062231,-123.16804,410390043003008,14866,1442,544,300,88,303,544,840,161,974,300,544,244
64036,39.214233,-93.9294,291770801001126,23888,713,275,233,43,154,275,412,93,465,233,275,42
3842,42.93569,-70.82514,330150650015007,35502,727,221,207,104,261,221,430,84,430,207,221,14
64689,39.868966,-94.14693,290614702002102,21968,1456,540,419,66,250,540,941,122,1015,419,540,121
47130,38.309105,-85.72035,180190503041002,20689,1747,699,362,31,438,699,938,241,1124,362,699,337
63113,38.656701,-90.24397,295101113002026,14241,863,469,95,68,172,469,602,100,639,95,469,374
64060,39.365318,-94.3578,290470218053010,25417,3273,1125,818,177,1009,1125,1864,306,2043,818,1125,307
38260,36.358158,-89.17888,471319654001035,19604,1497,591,390,132,329,591,973,125,1039,390,591,201
77051,29.66543,-95.36871,482013312002015,14055,1356,416,151,42,354,416,759,77,822,151,416,265
81010,38.128626,-104.552299,081010032002147,24218,801,303,259,30,191,303,533,102,533,259,303,44
91335,34.200104,-118.54099,060371310202003,16761,1166,324,131,93,228,324,653,43,768,131,324,193
75051,32.728982,-97.00428,481130160022015,13288,1446,456,195,112,259,456,652,33,777,195,456,261
35613,34.808165,-86.89623,010830208011027,34328,1975,811,796,73,339,811,1423,205,1456,796,811,15
50320,41.537059,-93.58072,191530108021052,29162,5540,1938,1909,221,1372,1938,3306,361,3633,1909,1938,29
70123,29.952605,-90.20536,220510239011025,38112,1093,424,415,18,156,424,859,149,871,415,424,9
63125,38.524066,-90.2895,291892205012015,28359,1856,886,774,44,315,886,1397,185,1458,774,886,112
77088,29.879213,-95.45028,482015331002007,11653,2403,783,326,156,844,783,1031,49,1159,326,783,457
81057,38.136132,-102.88325,080119667001149,24864,998,440,314,32,178,440,697,84,731,314,440,126
67215,37.626676,-97.42398,201730096031037,24067,3079,944,909,169,650,944,1785,286,1954,909,944,35
45202,39.10441,-84.50774,390610007003006,33830,642,554,50,0,0,554,502,58,615,50,554,504
65681,36.561455,-93.46715,292090904004038,19904,1037,507,447,0,236,507,686,166,724,447,507,60
67228,37.774174,-97.171098,201730101161145,24450,2175,751,751,246,605,751,1106,81,1238,751,751,0
78223,29.352352000000003,-98.43215,480291411012004,6096,1597,428,71,53,530,428,410,73,591,71,428,357
67449,38.677306,-96.92129,201279636004346,24789,723,319,286,7,114,319,555,88,581,286,319,33
95829,38.476196,-121.34715,060670093111001,29088,2604,811,640,82,755,811,1465,204,1601,640,811,171
92704,33.724167,-117.90623,060590741082004,13432,2164,292,233,184,459,292,998,21,1173,233,292,59
32550,30.381934,-86.35950799999998,121319506036024,28807,798,422,184,0,85,422,525,155,701,184,422,238
33033,25.487988,-80.42692,120860110051031,14360,2464,689,568,192,671,689,1315,34,1439,568,689,121
23139,37.55563,-77.90048,511455002002063,30845,1860,770,695,80,461,770,1337,138,1372,695,770,75
37843,36.013728,-83.05351,470299203002047,16824,1075,405,333,52,223,405,638,131,763,333,405,72
55124,44.743963,-93.20624,270370608231021,40759,2947,883,883,202,1022,883,1700,120,1759,883,883,0
94019,37.47584000000001,-122.44323,060816135011007,32567,1842,604,354,75,311,604,1020,99,1260,354,604,250
66015,38.067424,-95.40614,200039537002344,22551,947,399,290,79,220,399,577,72,624,290,399,109
7205,40.695552,-74.22856,340390324001000,16051,664,211,96,38,242,211,239,11,342,96,211,115
65251,38.852436,-91.95808,290270704004015,19218,1033,421,182,83,219,421,470,92,590,182,421,239
65301,38.702964,-93.23231,291594809001026,7589,906,297,154,106,61,297,347,80,370,154,297,143
91007,34.126957,-118.05216,060374307242002,24136,1939,880,310,46,372,880,1355,70,1469,310,880,570
11375,40.720535,-73.84581999999997,360810711002000,32039,2299,1049,468,191,434,1049,1441,33,1569,468,1049,581
93710,36.825582,-119.76358,060190054052010,24907,1110,421,288,72,176,421,667,69,732,288,421,133
76021,32.851678,-97.13849,484391136301003,40871,756,311,291,30,74,311,543,68,575,291,311,20
67010,37.68066,-96.98153,200150208002045,15612,2102,714,457,209,706,714,1038,115,1159,457,714,257
61880,39.981936,-88.2532,170190109003050,28220,989,434,282,53,278,434,671,121,697,282,434,152
66411,39.656045,-96.63791,201170701823138,17538,1017,413,310,20,265,413,714,134,771,310,413,103
75071,33.225107,-96.638614,480850306052003,23626,2741,909,760,195,1057,909,1331,111,1565,760,909,149
28501,35.260895,-77.56469,371070102002017,14589,454,263,153,49,46,263,323,42,335,153,263,110
55429,45.064714,-93.34155,270530207001000,26116,928,383,317,50,165,383,572,60,685,317,383,66
64035,39.29596,-93.82164,291770801002016,20054,800,290,242,55,225,290,433,45,461,242,290,48
94608,37.834724,-122.28316,060014251042008,40983,1729,951,372,39,93,951,1198,26,1427,372,951,579
31088,32.594698,-83.64873,131530210004021,24494,1377,549,482,0,304,549,827,161,847,482,549,67
33156,25.66558,-80.30688,120860081012001,46890,893,292,292,59,351,292,513,34,513,292,292,0
10032,40.840686,-73.94154,360610251001002,12226,1493,378,0,127,100,378,996,42,1095,0,378,378
76120,32.762631,-97.17527,484391065114017,26947,940,406,202,51,264,406,466,42,615,202,406,204
66612,39.040333,-95.68048,201770040004014,9278,940,349,58,0,253,349,567,49,687,58,349,291
48227,42.388786,-83.1918,261635373001005,10507,815,213,139,63,255,213,305,41,382,139,213,74
63111,38.559302,-90.25174,295101014002012,17014,846,368,261,40,154,368,473,43,561,261,368,107
80020,39.93404,-105.05454,080140304001012,29225,1129,313,289,25,350,313,540,57,644,289,313,24
85257,33.467347,-111.91741,040132179001025,38615,1954,987,594,69,204,987,1030,120,1361,594,987,393
46221,39.719444,-86.22183000000003,180973702021020,20560,1272,505,432,13,112,505,983,158,1038,432,505,73
63401,39.695798,-91.40084,291279609004005,23739,948,459,343,61,166,459,609,126,688,343,459,116
75023,33.054671,-96.73506,480850316131010,41184,1749,675,675,104,267,675,1357,146,1400,675,675,0
76140,32.630268,-97.27102,484391112023000,16369,1423,413,344,204,343,413,632,68,773,344,413,69
91911,32.608799,-117.0607,060730132034000,14505,1008,309,139,152,286,309,568,88,568,139,309,170
74127,36.160341,-96.03435,401430029003001,16942,927,432,272,15,137,432,658,146,698,272,432,160
80134,39.508608,-104.78031,080350140091025,21404,999,308,283,15,332,308,458,39,537,283,308,25
80227,39.668576,-105.09191,080590117282015,67685,1208,561,507,61,111,561,998,191,1025,507,561,54
68105,41.240854,-95.96383,310550038004015,31274,402,211,173,20,39,211,346,50,356,173,211,38
64728,37.692776,-94.50225,292179506002175,17787,1261,410,327,64,371,410,665,66,701,327,410,83
66024,39.756944,-94.87824,200430203003058,20088,632,290,177,62,97,290,389,69,428,177,290,113
75104,32.588536,-96.94949,481130165234014,25737,356,154,101,35,95,154,201,38,244,101,154,53
46737,41.724694,-84.95619,181519708003075,18193,1874,744,597,200,453,744,1070,118,1102,597,744,147
80524,40.606962,-105.05106,080690013071032,35503,4214,1705,1287,147,1034,1705,2461,440,2817,1287,1705,418
78727,30.425652000000003,-97.71419,484530018462021,44623,1317,561,552,30,222,561,972,130,1052,552,561,9
38116,35.033190000000005,-90.01128,471570221124002,13926,899,451,114,94,220,451,467,36,467,114,451,337
30308,33.771755,-84.38065,131210012012010,48487,1324,991,272,13,27,991,625,129,1022,272,991,719
91776,34.089059000000006,-118.0951,060374814024002,24255,647,216,187,11,105,216,481,41,519,187,216,29
34142,26.398248,-81.39325,120210112051011,15042,507,120,42,16,90,120,352,0,387,42,120,78
33023,25.989119,-80.21318000000002,120110915001017,13091,2915,794,610,211,540,794,1566,52,1868,610,794,184
64804,37.047161,-94.51124,291450205023041,22181,1801,827,515,0,281,827,1274,350,1379,515,827,312
15601,40.298765,-79.54126,421298041001030,17834,1212,822,181,57,46,822,772,70,911,181,822,641
23606,37.07819600000001,-76.49446,517000317022010,25331,1868,730,386,78,502,730,1098,285,1209,386,730,344
78521,25.918758,-97.42739,480610132061024,8232,3612,802,664,520,1225,802,1542,45,1648,664,802,138
33012,25.864773,-80.30069,120860007071007,20683,1039,312,207,38,129,312,731,12,750,207,312,105
33147,25.850124,-80.23773,120860010033016,14006,1532,575,249,102,217,575,947,63,1017,249,575,326
74331,36.618326,-94.93424,400413758013056,19762,1253,540,509,79,220,540,936,197,952,509,540,31
33615,28.005446000000006,-82.57776,120570116132004,17487,1573,678,122,141,309,678,888,0,1064,122,678,556
51106,42.466292,-96.35291,191930020003001,25222,445,213,182,15,43,213,333,83,364,182,213,31
72858,35.228264,-93.03947,051159512003026,16976,2401,982,742,98,308,982,1366,202,1672,742,982,240
62846,38.149474,-88.89634000000002,170810504003055,5957,781,313,250,105,187,313,1908,220,2321,250,313,63
63134,38.738217,-90.33904,291892218003088,13672,786,293,79,49,209,293,350,54,417,79,293,214
76302,33.853790000000004,-98.4801,484850115002005,22056,452,183,183,32,78,183,511,61,568,183,183,0
74136,36.059495,-95.93922,401430076141012,36577,1459,498,394,52,324,498,1011,124,1035,394,498,104
76122,32.771419,-97.291484,484391012023005,12419,1618,471,330,21,531,471,838,47,911,330,471,141
48076,42.499335,-83.22829,261251600005011,43571,633,276,276,14,94,276,451,89,504,276,276,0
90703,33.868314,-118.06754,060375545143009,23987,1358,438,368,101,216,438,890,80,937,368,438,70
6790,41.820274,-73.11787,090053101002004,27857,943,498,412,37,69,498,641,84,691,412,498,86
76014,32.694666,-97.08748,484391115224008,14089,1153,367,250,133,365,367,588,86,622,250,367,117
75025,33.086868,-96.74504,480850316412047,38651,3962,1198,881,206,1341,1198,2138,45,2355,881,1198,317
64633,39.355424,-93.48123,290339603004008,16140,1087,516,249,39,201,516,693,90,819,249,516,267
80615,40.529241,-104.71181,081230015002021,25968,589,298,200,78,103,298,418,45,426,200,298,98
45066,39.557096,-84.22688000000002,391650305043028,47399,1964,707,672,75,466,707,1313,217,1444,672,707,35
66539,39.136616,-95.85898,201770035002051,27831,3162,1215,958,183,892,1215,1816,205,2032,958,1215,257
65325,38.451021,-93.19156,290154601001092,23879,812,328,286,23,219,328,525,105,545,286,328,42
65804,37.161299,-93.2519,290770026002020,34522,802,324,324,28,129,324,538,122,599,324,324,0
65753,37.000766,-93.07945,290430204003012,16877,2496,1020,713,181,501,1020,1314,183,1522,713,1020,307
55128,44.985792,-92.96532,271630709111005,31215,1429,465,465,89,325,465,900,93,983,465,465,0
38556,36.409385,-84.93393,470499651003054,25978,1244,603,466,28,198,603,938,132,991,466,603,137
76541,31.117874,-97.72924,480270235002074,12413,726,284,125,0,225,284,344,66,404,125,284,159
66547,39.220965,-96.31279,201490002001029,25377,1324,484,440,89,340,484,875,153,906,440,484,44
20020,38.863079,-76.97138000000002,110010076052003,23132,2217,1127,69,203,177,1127,1428,228,1619,69,1127,1058
71291,32.526944,-92.1599,220730053023017,25298,1284,476,405,16,290,476,915,134,955,405,476,71
6810,41.390194,-73.45441,090012106004005,19354,897,448,91,51,221,448,438,11,529,91,448,357
66536,39.200733,-96.07148,201490003002081,19466,1832,584,460,129,665,584,842,83,968,460,584,124
64040,38.712465,-93.9882,291019602005052,21868,1047,459,403,27,176,459,685,94,742,403,459,56
60013,42.217523,-88.24338,171118713053006,28270,1300,448,384,61,197,448,833,118,942,384,448,64
66442,39.074628,-96.80662,200610006003052,9895,2268,580,0,19,1172,580,533,207,861,0,580,580
80222,39.669237,-104.92766,080050151001024,37235,1439,554,512,74,253,554,1028,128,1068,512,554,42
66073,39.097559,-95.40163,200870201021025,24239,1458,566,487,132,378,566,901,146,963,487,566,79
33430,26.685125,-80.66279,120990081013084,21469,1887,779,524,130,355,779,1170,19,1324,524,779,255
64788,38.429061,-94.00494,290839503001091,19889,896,401,278,56,185,401,541,96,641,278,401,123
29456,32.993571,-80.12165,450190031063019,16067,3207,1003,792,291,971,1003,1534,319,1682,792,1003,211
8753,39.974584,-74.15141,340297227023010,31563,1416,467,436,158,384,467,830,68,868,436,467,31
75116,32.658384000000005,-96.91265,481130165181008,21121,1255,479,328,87,272,479,780,39,847,328,479,151
33626,28.052799,-82.61135,120570115072000,43680,3141,976,890,120,1135,976,1636,185,1793,890,976,86
46260,39.898107,-86.18231999999998,180973201092006,36650,1533,524,524,96,396,524,966,64,977,524,524,0
67107,38.193313,-97.52827,201137887004006,17878,548,266,202,16,113,266,554,57,577,202,266,64
20011,38.95211,-77.02096999999998,110010021013004,22780,1266,466,418,110,165,466,807,105,911,418,466,48
72756,36.342235,-94.07141,050070214072043,29568,1232,550,524,73,242,550,925,240,925,524,550,26
74884,35.166644,-96.5066,401335836001019,14740,739,322,276,40,225,322,514,57,518,276,322,46
10035,40.802395,-73.93359,360610242003010,10757,589,166,0,29,228,166,281,0,323,0,166,166
91754,34.048207,-118.14161,060374820023004,33493,2276,817,497,22,521,817,1391,61,1638,497,817,320
55407,44.934915,-93.25424,270531097002006,19306,888,367,169,74,164,367,539,22,664,169,367,198
64084,39.378901,-94.07822,291770800003027,37815,1529,572,504,72,362,572,984,146,1034,504,572,68
67156,37.256575,-96.97885,200354935004001,16983,736,328,217,14,178,328,347,33,426,217,328,111
64870,37.155108,-94.47465,290970114002000,19470,1152,422,366,126,358,422,533,18,689,366,422,56
74129,36.126446,-95.86763,401430073051001,17471,2098,1048,235,108,311,1048,1156,100,1379,235,1048,813
65786,37.968547,-92.9428,290299508002075,15275,1061,416,322,6,304,416,641,88,719,322,416,94
53525,42.551253,-88.85412,551050033002023,21747,1214,480,355,50,266,480,771,63,874,355,480,125
78154,29.577359,-98.2787,481872107102007,35117,1648,539,539,88,407,539,1091,314,1249,539,539,0
7055,40.857384,-74.12899,340311758012006,11001,1851,681,69,208,365,681,962,10,1102,69,681,612
61364,41.129482,-88.83666,170999639001028,18881,699,292,195,8,128,292,329,17,454,195,292,97
70354,29.435146000000003,-90.30479,220570212001002,18465,1525,550,435,151,279,550,986,56,1102,435,550,115
67114,38.051679,-97.323,200790301001008,30706,815,350,219,13,174,350,471,85,535,219,350,131
62010,38.912297,-90.04299999999998,171194017212019,25066,2130,844,592,77,517,844,1184,174,1383,592,844,252
49270,41.886364,-83.69556,261158329002047,27135,1290,440,396,56,325,440,773,146,822,396,440,44
59101,45.737525,-108.48754,301119400004002,33277,1502,522,504,89,413,522,914,113,969,504,522,18
67060,37.552425,-97.34785,201730055022041,18207,1570,574,358,55,393,574,675,113,873,358,574,216
79763,31.817344,-102.42315,481350028024084,11144,1377,410,207,34,462,410,566,28,718,207,410,203
48221,42.426786,-83.14969,261635386003002,22543,815,350,275,86,245,350,515,63,515,275,350,75
66755,37.933658,-95.16768,200019526001182,23913,2008,866,697,70,445,866,1351,196,1446,697,866,169
94545,37.635582,-122.10418,060014372003005,30866,873,287,272,68,186,287,511,42,577,272,287,15
32817,28.591692,-81.24717,120950164121037,23397,4955,1762,1478,263,955,1762,2642,304,2937,1478,1762,284
66725,37.17473,-94.87713,200219583001032,16907,1032,425,285,12,305,425,646,83,713,285,425,140
65441,38.126316,-91.20688,290554501021089,16591,1357,501,353,28,381,501,759,116,824,353,501,148
50201,42.026021,-93.4484,191690104002023,23709,1234,505,333,33,333,505,643,30,744,333,505,172
75089,32.923924,-96.54697,481130181244003,30688,1197,429,298,118,299,429,741,116,754,298,429,131
77471,29.549455,-95.81901,481576753001151,18914,1075,418,295,105,156,418,766,116,786,295,418,123
65605,36.918018,-93.71063,290099601002012,16889,1552,593,551,66,415,593,909,140,988,551,593,42
65026,38.311355,-92.58395,291319627002228,17234,2263,922,780,48,564,922,1445,119,1537,780,922,142
65806,37.206624,-93.29923,290770005022011,13572,524,246,99,9,144,246,134,12,301,99,246,147
64725,38.493639,-94.35764,290370612003008,21950,1465,591,457,68,314,591,887,98,945,457,591,134
67152,37.268972,-97.41247,201919624003109,29196,1567,706,567,48,244,706,1067,166,1221,567,706,139
56001,44.15644,-93.99388,270131712023000,13940,1114,430,200,62,210,430,423,37,547,200,430,230
20876,39.191769,-77.24329,240317008301003,35848,1787,764,77,72,374,764,904,94,1272,77,764,687
85022,33.630497,-112.0521,040131036112003,54203,1438,567,567,30,246,567,1098,110,1144,567,567,0
47112,38.208144,-86.12978000000003,180610604003039,20722,1329,541,438,47,268,541,1182,217,1224,438,541,103
86301,34.589477,-112.44726,040250004012039,29655,2158,1099,833,51,258,1099,1579,271,1664,833,1099,266
33165,25.734828,-80.3583,120860088045019,19317,1611,544,376,61,253,544,1027,0,1105,376,544,168
66856,38.427161,-95.82627,200319662003016,21910,1401,540,430,142,375,540,880,137,926,430,540,110
46408,41.542536,-87.3581,180890415001000,16595,1778,629,294,144,670,629,910,186,980,294,629,335
75211,32.736931,-96.88253,481130199004013,11384,1112,344,181,39,244,344,538,13,694,181,344,163
36544,30.479171,-88.23793,010970067012025,14043,1395,523,375,160,339,523,768,123,901,375,523,148
66419,39.377827,-95.60496,200850826005058,22872,693,265,250,67,131,265,462,42,479,250,265,15
47302,40.164393,-85.38114,180350015004023,15145,989,443,269,32,294,443,617,137,668,269,443,174
4030,43.585861,-70.6793,230310240003060,21606,2742,1020,841,308,550,1020,1701,234,1863,841,1020,179
64505,39.812344,-94.84286,290210003002058,23468,1919,878,613,110,317,878,1246,90,1374,613,878,265
53704,43.121416,-89.34968,550250025001065,14247,1366,620,369,61,358,620,729,91,798,369,620,251
68164,41.296198,-96.11027,310550074323001,25087,1316,619,359,21,178,619,773,115,988,359,619,260
53534,42.841688,-89.07223,551050030012017,18332,1151,420,222,110,209,420,733,31,927,222,420,198
32738,28.910383000000003,-81.18764,121270910241057,17543,3720,1236,1053,192,1016,1236,2040,300,2316,1053,1236,183
66857,38.095388,-95.63461,200319661002561,26116,1537,656,583,68,332,656,1049,116,1114,583,656,73
62269,38.589849,-89.91207,171635043543000,26861,1412,697,309,153,361,697,921,187,958,309,697,388
64501,39.766144,-94.84504,290210010003009,14642,917,357,119,75,217,357,433,119,552,119,357,238
68516,40.749224,-96.64566,311090037092009,25548,1039,440,271,32,163,440,640,97,726,271,440,169
76522,31.131076,-97.91666,480990107013003,28296,1650,509,425,86,306,509,964,402,1122,425,509,84
80260,39.868635,-105.00805,080010093163009,32608,1024,644,574,0,0,644,1024,228,1024,574,644,70
29920,32.371697,-80.5503,450130011021024,14920,1500,769,561,79,259,769,1025,152,1061,561,769,208
33186,25.662292,-80.40947,120860189004005,22661,2198,660,556,212,811,660,1167,53,1265,556,660,104
33068,26.21606,-80.21776,120110204042005,18659,4098,1046,952,321,910,1046,2370,179,2607,952,1046,94
60609,41.814283,-87.65281999999998,170318426002032,12111,592,132,99,23,181,132,322,29,348,99,132,33
74563,34.948771,-95.1037,400770871002205,18292,980,403,313,69,189,403,668,92,705,313,403,90
50701,42.473536,-92.36382,190130014005003,49089,1014,464,440,9,127,464,809,128,854,440,464,24
55341,45.15546,-93.66369,271711008024033,30594,2914,958,890,130,997,958,1501,119,1738,890,958,68
65064,38.407056,-92.48693,291319626004005,22882,714,342,296,49,81,342,568,130,597,296,342,46
46205,39.824858,-86.13817,180973504001004,17551,807,394,152,0,100,394,424,35,593,152,394,242
85541,34.243578,-111.28137,040070005003091,29859,3139,1360,1096,72,561,1360,2254,444,2453,1096,1360,264
48601,43.413975,-83.91427,261450009001003,9794,491,223,68,0,165,223,264,69,298,68,223,155
66512,39.201628,-95.55387,200870201015029,26457,1629,614,614,96,400,614,1113,78,1133,614,614,0
80915,38.858644,-104.70892,080410050001016,24805,1541,571,445,106,420,571,863,256,999,445,571,126
39194,32.855811,-90.4497,281639504001092,23146,893,216,162,120,286,216,497,96,497,162,216,54
95660,38.67610300000001,-121.37656,060670074031009,17840,2122,591,520,162,499,591,1031,207,1243,520,591,71
7720,40.202113,-74.01353,340258082003004,37989,522,382,175,0,72,382,366,65,382,175,382,207
55118,44.903165,-93.10026,270370601032005,37740,1483,611,470,97,426,611,915,104,935,470,611,141
30040,34.235408,-84.17441,131171304052004,34518,1825,562,484,137,365,562,1077,74,1237,484,562,78
65632,37.49475200000001,-92.83345,291059601005123,14426,1280,566,418,50,311,566,892,115,911,418,566,148
63137,38.748183,-90.21864,291892103004000,17150,971,432,218,25,146,432,574,32,702,218,432,214
