,arresting_agency,bail_type,bail_amt,re-entry,race,gender,city,state_x,zip,age,booking_days,treatment_days,mental_health,latitude,longitude,fips,blockgroup,county,state_y,tract,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
778,OLATHE P.D.,CA,750.0,0,W,M,Olathe,KS,66061,41.0,1.0,1637.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
779,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,2500.0,1,B,M,Olathe,KS,66061,40.0,60.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
780,OLATHE P.D.,SUR,1500.0,1,B,M,Olathe,KS,66061,31.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
781,OLATHE P.D.,SUR,5000.0,0,B,M,Olathe,KS,66061,34.0,17.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
782,OLATHE P.D.,SUR,10000.0,1,W,M,Olathe,KS,66061,33.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
783,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,53.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
784,OLATHE P.D.,PR,7500.0,0,W,M,Olathe,KS,66061,34.0,49.0,91.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
785,OLATHE P.D.,SUR,500.0,0,W,F,Olathe,KS,66061,34.0,3.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
786,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,45.0,467.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
787,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,W,M,Olathe,KS,66061,53.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
788,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,0.0,1,W,M,Olathe,KS,66061,55.0,41.0,197.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
789,OLATHE P.D.,SUR,25000.0,1,B,M,Olathe,KS,66061,32.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
790,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,54.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
791,OLATHE P.D.,SUR,3000.0,1,W,M,Olathe,KS,66061,31.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
792,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3000.0,1,W,M,Olathe,KS,66061,43.0,85.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
793,MERRIAM P.D.,SUR,1000.0,1,W,M,Olathe,KS,66061,48.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
794,OLATHE P.D.,SUR,2500.0,1,W,F,Olathe,KS,66061,55.0,363.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
795,OLATHE P.D.,SUR,3500.0,1,W,M,Olathe,KS,66061,63.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
796,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Olathe,KS,66061,32.0,177.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
797,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,35.0,1.0,138.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
798,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,750.0,0,W,M,Olathe,KS,66061,37.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
799,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,59.0,32.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
800,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,500.0,0,W,M,Olathe,KS,66061,34.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
801,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1000.0,0,W,M,Olathe,KS,66061,34.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
802,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,59.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
803,LENEXA P.D.,SUR,10000.0,0,W,F,Olathe,KS,66061,38.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
804,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,30.0,12.0,119.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
805,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,53.0,7.0,53.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
806,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,2000.0,0,W,M,Olathe,KS,66061,56.0,63.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
807,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,0,W,M,Olathe,KS,66061,26.0,9.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
808,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,39.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
809,OLATHE P.D.,PR,2500.0,0,B,M,Olathe,KS,66061,44.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
810,OVERLAND PARK P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,67.0,26.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
811,OLATHE P.D.,GPS,1500.0,0,W,M,Olathe,KS,66061,32.0,14.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
812,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,43.0,38.0,101.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
813,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,43.0,38.0,179.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
814,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,500.0,0,W,M,Olathe,KS,66061,32.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
815,OLATHE P.D.,PR,1000.0,1,W,F,Olathe,KS,66061,63.0,1.0,769.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
816,OLATHE P.D.,ORCD,2500.0,1,W,M,Olathe,KS,66061,28.0,2.0,275.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
817,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,59.0,123.0,1302.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
818,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,43.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
819,OLATHE P.D.,SUR,7500.0,1,W,M,Olathe,KS,66061,40.0,5.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
820,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,30.0,168.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
821,OLATHE P.D.,PR,2500.0,0,B,M,Olathe,KS,66061,45.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
822,GARDNER P.D.,SUR,1000.0,0,W,M,Olathe,KS,66061,40.0,4.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
823,OLATHE P.D.,SUR,2000.0,0,W,M,Olathe,KS,66061,41.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
824,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,64.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
825,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,55.0,89.0,197.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
826,OLATHE P.D.,SUR,20000.0,0,B,M,Olathe,KS,66061,31.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
827,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,28.0,187.0,275.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
828,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,55.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
829,JOHNSON COUNTY PARK PATROL,PR,2500.0,0,W,M,Olathe,KS,66061,45.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
830,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Olathe,KS,66061,29.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
831,OLATHE P.D.,SUR,10000.0,1,W,F,Olathe,KS,66061,46.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
832,OVERLAND PARK P.D.,PR,1000.0,1,B,M,Olathe,KS,66061,28.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
833,OLATHE P.D.,PR,1000.0,0,W,F,Olathe,KS,66061,46.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
834,OVERLAND PARK P.D.,SUR,2500.0,1,B,M,Olathe,KS,66061,28.0,26.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
835,OLATHE P.D.,SUR,15000.0,0,W,M,Olathe,KS,66061,40.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
836,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,35.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
837,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,54.0,136.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
838,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,0,W,M,Olathe,KS,66061,60.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
839,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,45.0,384.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
840,OLATHE P.D.,PR,1500.0,0,W,M,Olathe,KS,66061,34.0,19.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
841,LENEXA P.D.,SUR,1500.0,1,W,M,Olathe,KS,66061,29.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
842,OLATHE P.D.,SUR,1500.0,0,W,F,Olathe,KS,66061,40.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
843,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,63.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
844,OLATHE P.D.,SUR,5000.0,0,W,M,Olathe,KS,66061,59.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
845,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,48.0,0.0,260.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
846,OLATHE P.D.,PR,2500.0,0,W,F,Olathe,KS,66061,27.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
847,OLATHE P.D.,SUR,1500.0,0,W,F,Olathe,KS,66061,32.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
848,OLATHE P.D.,SUR,3500.0,0,W,M,Olathe,KS,66061,63.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
849,JOHNSON COUNTY SHERIFF'S DEPARTMENT,GPS,5000.0,1,W,M,Olathe,KS,66061,42.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
850,LENEXA P.D.,PR,1500.0,0,W,F,Olathe,KS,66061,50.0,0.0,105.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
851,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,33.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
852,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Olathe,KS,66061,39.0,23.0,194.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
853,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Olathe,KS,66061,39.0,23.0,79.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
854,OLATHE P.D.,SUR,7500.0,1,B,M,Olathe,KS,66061,49.0,90.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
855,OLATHE P.D.,ORCD,2500.0,0,W,F,Olathe,KS,66061,58.0,1.0,163.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
856,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,0,B,F,Olathe,KS,66061,53.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
857,OLATHE P.D.,PR,3500.0,0,W,M,Olathe,KS,66061,68.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
858,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Olathe,KS,66061,56.0,302.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
859,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,38.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
860,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,29.0,46.0,155.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
861,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,1,W,M,Olathe,KS,66061,31.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
862,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,56.0,183.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
863,OLATHE P.D.,ORCD,1500.0,0,W,F,Olathe,KS,66061,51.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
864,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,49.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
865,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,60.0,359.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
866,OLATHE P.D.,ORCD,2000.0,0,W,F,Olathe,KS,66061,35.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
867,OLATHE P.D.,SUR,7500.0,1,W,M,Olathe,KS,66061,30.0,55.0,131.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
868,MISSION P.D.,SUR,5000.0,0,W,F,Olathe,KS,66061,48.0,3.0,2317.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
869,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,47.0,89.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
870,KANSAS HIGHWAY PATROL,SUR,10000.0,0,W,M,Olathe,KS,66061,69.0,4.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
871,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,34.0,35.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
872,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,67.0,42.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
873,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,B,M,Olathe,KS,66061,42.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
874,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,29.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
875,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,61.0,46.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
876,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,36.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
877,OLATHE P.D.,PR,2500.0,0,W,F,Olathe,KS,66061,56.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
878,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,1,B,M,Olathe,KS,66061,27.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
879,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,35.0,83.0,45.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
880,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,35.0,83.0,100.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
881,OLATHE P.D.,SUR,3500.0,1,B,M,Olathe,KS,66061,31.0,12.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
882,OVERLAND PARK P.D.,PR,1500.0,1,W,F,Olathe,KS,66061,37.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
883,OLATHE P.D.,SUR,500.0,0,W,M,Olathe,KS,66061,53.0,3.0,85.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
884,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,1,W,M,Olathe,KS,66061,55.0,1.0,197.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
885,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,W,M,Olathe,KS,66061,30.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
886,OLATHE P.D.,PR,1000.0,0,W,F,Olathe,KS,66061,30.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
887,OLATHE P.D.,SUR,2500.0,0,B,M,Olathe,KS,66061,38.0,11.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
888,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,29.0,105.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
889,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,54.0,117.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
890,OVERLAND PARK P.D.,SUR,2500.0,1,B,M,Olathe,KS,66061,28.0,262.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
891,OLATHE P.D.,PR,1500.0,1,W,F,Olathe,KS,66061,38.0,1.0,78.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
892,OLATHE P.D.,PR,1500.0,1,W,F,Olathe,KS,66061,38.0,1.0,672.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
893,OLATHE P.D.,PR,1500.0,1,W,F,Olathe,KS,66061,38.0,1.0,904.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
894,GARDNER P.D.,SUR,5000.0,0,W,M,Olathe,KS,66061,55.0,3.0,191.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
895,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,59.0,13.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
896,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,1,B,F,Olathe,KS,66061,46.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
