,arresting_agency,bail_type,bail_amt,re-entry,race,gender,city,state_x,zip,age,booking_days,treatment_days,mental_health,latitude,longitude,fips,blockgroup,county,state_y,tract,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
897,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,38.0,591.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
898,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,34.0,185.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
899,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,41.0,743.0,208.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
900,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,250.0,0,B,F,Olathe,KS,66061,42.0,0.0,182.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
901,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,250.0,0,B,F,Olathe,KS,66061,42.0,0.0,711.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
902,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,39.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
903,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,40.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
904,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,0,W,M,Olathe,KS,66061,37.0,0.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
905,OLATHE P.D.,SUR,2500.0,1,W,F,Olathe,KS,66061,40.0,2.0,923.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
906,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1500.0,1,W,M,Olathe,KS,66061,33.0,12.0,168.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
907,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,59.0,50.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
908,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,57.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
909,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,7500.0,0,W,M,Olathe,KS,66061,45.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
910,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,33.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
911,OLATHE P.D.,PR,2500.0,1,W,M,Olathe,KS,66061,30.0,12.0,641.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
912,OLATHE P.D.,PR,2500.0,1,W,M,Olathe,KS,66061,30.0,12.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
913,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,58.0,28.0,66.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
914,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,58.0,28.0,159.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
915,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,F,Olathe,KS,66061,33.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
916,OLATHE P.D.,SUR,3500.0,0,W,M,Olathe,KS,66061,45.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
917,OLATHE P.D.,SUR,5000.0,0,W,M,Olathe,KS,66061,30.0,5.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
918,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,30.0,49.0,641.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
919,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,30.0,49.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
920,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,W,F,Olathe,KS,66061,40.0,0.0,923.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
921,OLATHE P.D.,PR,2500.0,0,W,M,Olathe,KS,66061,33.0,11.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
922,GARDNER P.D.,SUR,25000.0,1,W,M,Olathe,KS,66061,47.0,31.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
923,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,F,Olathe,KS,66061,35.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
924,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,5000.0,1,W,F,Olathe,KS,66061,47.0,0.0,834.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
925,OLATHE P.D.,PR,1000.0,0,W,F,Olathe,KS,66061,59.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
926,OLATHE P.D.,PR,5000.0,1,W,M,Olathe,KS,66061,25.0,85.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
927,OLATHE P.D.,SUR,20000.0,0,W,M,Olathe,KS,66061,50.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
928,OLATHE P.D.,SUR,1500.0,0,W,M,Olathe,KS,66061,28.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
929,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,0,W,M,Olathe,KS,66061,49.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
930,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Olathe,KS,66061,30.0,90.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
931,OLATHE P.D.,SUR,1000.0,1,B,M,Olathe,KS,66061,31.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
932,OLATHE P.D.,SUR,1000.0,0,W,F,Olathe,KS,66061,36.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
933,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,0,B,M,Olathe,KS,66061,45.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
934,LENEXA P.D.,SUR,2500.0,1,W,F,Olathe,KS,66061,40.0,22.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
935,OLATHE P.D.,SUR,1500.0,1,W,M,Olathe,KS,66061,43.0,1.0,637.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
936,OLATHE P.D.,SUR,1500.0,1,W,M,Olathe,KS,66061,43.0,1.0,562.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
937,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,35.0,8.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
938,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1000.0,0,W,M,Olathe,KS,66061,58.0,42.0,142.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
939,OLATHE P.D.,ORCD,1000.0,0,W,M,Olathe,KS,66061,36.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
940,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,0,W,M,Olathe,KS,66061,32.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
941,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,34.0,149.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
942,KANSAS HIGHWAY PATROL,SUR,10000.0,1,W,M,Olathe,KS,66061,55.0,28.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
943,OLATHE P.D.,SUR,250.0,0,W,F,Olathe,KS,66061,32.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
944,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,47.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
945,OLATHE P.D.,SUR,2500.0,0,W,F,Olathe,KS,66061,53.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
946,MERRIAM P.D.,SUR,3500.0,1,W,M,Olathe,KS,66061,46.0,4.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
947,OLATHE P.D.,PR,1000.0,0,W,F,Olathe,KS,66061,45.0,0.0,48.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
948,LENEXA P.D.,SUR,1500.0,0,W,F,Olathe,KS,66061,28.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
949,LENEXA P.D.,SUR,1500.0,0,W,M,Olathe,KS,66061,29.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
950,LENEXA P.D.,ORCD,2500.0,0,W,F,Olathe,KS,66061,32.0,22.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
951,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,55.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
952,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,30.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
953,OLATHE P.D.,PR,1500.0,0,W,M,Olathe,KS,66061,54.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
954,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,31.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
955,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,41.0,4.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
956,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,41.0,4.0,112.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
957,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,49.0,178.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
958,OLATHE P.D.,SUR,5000.0,0,B,M,Olathe,KS,66061,38.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
959,OLATHE P.D.,SUR,2000.0,1,W,M,Olathe,KS,66061,25.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
960,OVERLAND PARK P.D.,SUR,5000.0,0,B,M,Olathe,KS,66061,42.0,9.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
961,OLATHE P.D.,SUR,1500.0,1,B,M,Olathe,KS,66061,35.0,2.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
962,OLATHE P.D.,SUR,3500.0,0,W,M,Olathe,KS,66061,40.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
963,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,0,W,F,Olathe,KS,66061,52.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
964,OLATHE P.D.,ORCD,1500.0,1,W,M,Olathe,KS,66061,31.0,12.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
965,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Olathe,KS,66061,35.0,61.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
966,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,7500.0,1,W,F,Olathe,KS,66061,40.0,3.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
967,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,40.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
968,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,59.0,61.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
969,JOHNSON COUNTY SHERIFF'S DEPARTMENT,GPS,1500.0,1,W,F,Olathe,KS,66061,30.0,0.0,1139.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
970,JOHNSON COUNTY SHERIFF'S DEPARTMENT,GPS,1500.0,1,W,F,Olathe,KS,66061,30.0,0.0,1825.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
971,OLATHE P.D.,SUR,5000.0,1,W,F,Olathe,KS,66061,40.0,9.0,923.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
972,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,33.0,167.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
973,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,33.0,167.0,2700.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
974,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,33.0,167.0,77.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
975,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,33.0,167.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
976,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,59.0,362.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
977,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Olathe,KS,66061,56.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
978,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,48.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
979,OLATHE P.D.,PR,10000.0,1,W,M,Olathe,KS,66061,34.0,16.0,261.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
980,OLATHE P.D.,PR,1500.0,0,W,M,Olathe,KS,66061,35.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
981,OLATHE P.D.,SUR,3500.0,1,W,M,Olathe,KS,66061,57.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
982,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,64.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
983,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,25.0,67.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
984,SHAWNEE P.D.,ORCD,1500.0,0,W,M,Olathe,KS,66061,30.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
985,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,0,W,M,Olathe,KS,66061,59.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
986,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Olathe,KS,66061,55.0,63.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
987,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,F,Olathe,KS,66061,37.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
988,OLATHE P.D.,SUR,2500.0,0,W,F,Olathe,KS,66061,43.0,0.0,18.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
989,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,2500.0,1,W,M,Olathe,KS,66061,47.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
990,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,59.0,40.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
991,OLATHE P.D.,SUR,2500.0,0,W,M,Olathe,KS,66061,37.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
992,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1000.0,1,B,M,Olathe,KS,66061,35.0,8.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
993,OLATHE P.D.,SUR,5000.0,1,W,M,Olathe,KS,66061,32.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
994,OLATHE P.D.,GPS,1000.0,1,W,M,Olathe,KS,66061,34.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
995,OLATHE P.D.,PR,2500.0,0,W,F,Olathe,KS,66061,40.0,2.0,1197.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
996,OVERLAND PARK P.D.,SUR,20000.0,1,W,M,Olathe,KS,66061,37.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
997,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,41.0,361.0,0.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
998,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,41.0,361.0,112.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
999,OLATHE P.D.,ORCD,1500.0,0,W,F,Olathe,KS,66061,39.0,0.0,63.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1000,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,B,M,Olathe,KS,66061,48.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1001,OLATHE P.D.,PR,2500.0,1,W,M,Olathe,KS,66061,29.0,2.0,70.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1002,OLATHE P.D.,PR,2500.0,1,W,M,Olathe,KS,66061,29.0,2.0,70.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1003,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Olathe,KS,66061,30.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1004,OLATHE P.D.,CA,500.0,0,W,M,Olathe,KS,66061,48.0,22.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1005,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Olathe,KS,66061,40.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1006,OLATHE P.D.,SUR,5000.0,0,W,F,Olathe,KS,66061,47.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1007,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1000.0,1,B,M,Olathe,KS,66061,28.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1008,OLATHE P.D.,PR,1500.0,1,W,M,Olathe,KS,66061,27.0,9.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1009,LENEXA P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,47.0,168.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1010,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,25000.0,1,W,M,Olathe,KS,66061,30.0,8.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1011,GARDNER P.D.,PR,1000.0,0,W,M,Olathe,KS,66061,49.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1012,OLATHE P.D.,PR,1000.0,0,W,M,Olathe,KS,66061,45.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1013,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Olathe,KS,66061,73.0,0.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1014,OLATHE P.D.,SUR,1500.0,1,W,F,Olathe,KS,66061,37.0,1.0,-1.0,0,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
1015,OLATHE P.D.,SUR,2500.0,1,W,M,Olathe,KS,66061,27.0,36.0,67.0,1,38.88978400000001,-94.85558,200910528012016,2,91,20,52801,36605,1571,475,461,82,576,475,847,77,958,461,475,14
